"MemberID","cMem","cChair","cRank","sChair","sRank"
"20937-111-100","['HSAG', 'HSAS', 'HSHM']","[]","[]","[]","[]"
"39316-103-200","['HSAS', 'HSGO']","[]","[]","[]","[]"
"39316-104-200","['HSAS', 'HSGO']","[]","[]","[]","[]"
"39316-105-200","['HSAS', 'HSFA', 'HSGO']","[]","[]","[]","[]"
"39316-106-200","['HSAS', 'HSFA', 'HSGO']","[]","[]","['HSGO99']","[]"
"39316-107-200","['HSAS', 'HSFA', 'HSGO']","[]","[]","['HSAS99']","[]"
"39316-108-200","['HSAS', 'HSFA', 'HSGO']","[]","[]","['HSAS99']","[]"
"39316-109-200","['HSAS', 'HSFA', 'HSGO', 'HLIG']","[]","[]","['HSAS99']","[]"
"39316-110-200","['HSAS', 'HSGO', 'HLIG']","[]","[]","[]","['HSAS99']"
"39316-111-200","['HSAS', 'HSGO']","[]","['HSAS']","[]","[]"
"20933-111-100","['HSFA', 'HSPW']","[]","[]","[]","[]"
"20358-108-100","['HSAS', 'HSBU', 'HSHM']","[]","[]","[]","[]"
"20358-109-100","['HSAS', 'HSHM']","[]","[]","[]","['HSHM99']"
"20358-110-100","['HSAS', 'HSWM']","[]","[]","[]","[]"
"20358-111-100","['HSWM']","[]","[]","[]","[]"
"20513-109-100","['HSAG', 'HSII', 'HSSY']","[]","[]","[]","[]"
"20513-110-100","['HSIF', 'HSSY']","[]","[]","[]","['HSAG99']"
"20513-111-100","['HSBU', 'HSIF']","[]","[]","[]","['HSWM99']"
"20912-111-100","['HSAG', 'HSBA']","[]","[]","[]","[]"
"20700-110-100","['HSPW', 'HSSY', 'HSVR']","[]","[]","['HSVR99']","[]"
"20700-111-100","['HSPW', 'HSSY', 'HSVR']","[]","[]","['HSVR99']","[]"
"15083-103-100","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15083-104-100","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15083-105-100","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15083-106-100","['HSAP']","[]","[]","[]","['HSAP99']"
"15083-107-100","['HSAP']","[]","[]","[]","['HSAP99']"
"15083-108-100","['HSAP', 'HSSO']","[]","['HSSO']","[]","['HSAP99']"
"15083-109-100","['HSAP', 'HSSO']","[]","['HSSO']","[]","['HSAP99']"
"15083-110-100","['HSAP']","[]","[]","['HSAP99']","[]"
"15083-111-100","['HSAP']","[]","[]","['HSAP99']","[]"
"29915-106-100","['HSBA', 'HSSY', 'HSSM']","[]","[]","[]","[]"
"29915-107-100","['HSBA', 'HSBU', 'HSSY', 'HSSM']","[]","[]","[]","[]"
"29915-108-100","['HSBA', 'HSBU', 'HSSY']","[]","[]","[]","[]"
"29915-109-100","['HSBA', 'HSBU', 'HSSY']","[]","[]","[]","[]"
"29915-110-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"29915-111-100","['HSBA', 'HSBU', 'HSSM']","[]","[]","['HSFS99']","[]"
"20745-110-100","['HSAS']","[]","[]","[]","[]"
"20745-111-100","['HSAP', 'HSAS']","[]","[]","[]","[]"
"14072-103-100","['HSAP']","[]","[]","[]","[]"
"14072-104-100","['HSAP']","[]","[]","[]","[]"
"14072-105-100","['HSAP']","[]","[]","[]","[]"
"14072-106-100","['HSAP']","[]","[]","[]","['HSAP99']"
"14072-107-100","['HSAP']","[]","[]","[]","['HSAP99']"
"14072-108-100","['HSAP']","[]","[]","[]","['HSAP99']"
"14072-109-100","['HSAP']","[]","[]","[]","['HSAP99']"
"14072-110-100","['HSAP']","[]","[]","['HSAP99']","[]"
"14072-111-100","['HSAP']","[]","[]","[]","[]"
"20950-111-100","['HSAS', 'HSSM', 'HSVR']","[]","[]","['HSSM99']","[]"
"14265-103-100","['HSFA', 'HSPW']","[]","[]","[]","[]"
"14265-104-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-105-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-106-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-107-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-108-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-109-100","['HSPW']","[]","['HSPW']","[]","[]"
"14265-110-100","['HSPW']","['HSPW']","[]","[]","[]"
"14265-111-100","['HSPW']","['HSPW']","[]","[]","[]"
"12036-103-100","['HSAP', 'JSEC']","['HSAP']","[]","[]","[]"
"12036-104-100","['HSAP', 'JSEC']","[]","['HSAP']","[]","[]"
"12036-105-100","['HSAP']","[]","['HSAP']","[]","[]"
"12036-106-100","['HSAP']","[]","['HSAP']","[]","['HSAP99']"
"12036-107-100","['HSAP']","[]","['HSAP']","[]","['HSAP99']"
"12036-108-100","['HSAP']","[]","['HSAP']","[]","['HSAP99']"
"12036-109-100","['HSAP']","[]","['HSAP']","[]","['HSAP99']"
"12036-110-100","['HSAP']","['HSAP']","[]","['HSAP99']","[]"
"12036-111-100","['HSAP']","['HSAP']","[]","['HSAP99']","[]"
"15049-103-100","['HSAS', 'HSMM']","[]","[]","[]","[]"
"15049-104-100","['HSAS', 'HSII']","[]","[]","[]","[]"
"15049-105-100","['HSAS', 'HSII']","[]","[]","[]","[]"
"15049-106-100","['HSAS', 'HSII']","[]","[]","[]","['HSAS99']"
"15049-107-100","['HSAS', 'HSII']","[]","[]","[]","['HSAS99']"
"15049-108-100","['HSAS', 'HSII']","[]","[]","[]","['HSAS99']"
"15049-109-100","['HSAS', 'HSII']","[]","[]","[]","['HSAS99']"
"15049-110-100","['HSAS', 'HSII']","[]","[]","['HSAS99']","[]"
"15049-111-100","['HSAS', 'HSPW']","[]","[]","['HSAS99']","[]"
"20951-111-100","['HSPW', 'HSVR']","[]","[]","[]","[]"
"29384-103-100","['HSAG', 'HSBU']","[]","[]","[]","[]"
"29384-104-100","['HSAG', 'HSBU']","[]","[]","[]","[]"
"29384-105-100","['HSAG', 'HSBU']","[]","[]","[]","[]"
"29384-106-100","['HSAG', 'HSFA']","[]","[]","[]","[]"
"29384-107-100","['HSWM']","[]","[]","[]","[]"
"29384-108-100","['HSAG', 'HSWM']","[]","[]","[]","['HSWM99']"
"29384-109-100","['HSAG', 'HSWM']","[]","[]","[]","[]"
"29384-110-100","['HSAG', 'HSWM']","[]","[]","[]","[]"
"29384-111-100","['HSAG', 'HSWM']","[]","[]","['HSWM99']","[]"
"20113-107-200","['HSAG', 'HSBU', 'HSGO', 'JSEC']","[]","[]","[]","[]"
"20113-108-200","['HSAG', 'HSBU', 'HSGO', 'HSGO', 'HSII', 'HSRU']","[]","[]","['HSGO99']","[]"
"20113-109-200","['HSBU', 'HSRU']","[]","[]","[]","[]"
"20113-110-200","['HSBA']","[]","[]","[]","[]"
"20113-111-200","['HSBA']","[]","[]","[]","[]"
"29505-104-200","['HSBU', 'HSII']","[]","[]","[]","[]"
"29505-105-200","['HSBU', 'HSII']","[]","[]","[]","[]"
"29505-106-200","['HSBU', 'HSFA', 'HSII']","[]","[]","[]","[]"
"29505-107-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29505-108-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29505-109-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29505-110-200","['HSIF']","[]","[]","[]","[]"
"29505-111-200","['HSIF']","[]","[]","[]","[]"
"29771-105-100","['HSAS', 'HSVR']","[]","[]","[]","[]"
"29771-106-100","['HSAS', 'HSVR']","[]","[]","[]","[]"
"29771-107-100","['HSAS', 'HSVR']","[]","[]","[]","[]"
"29771-108-100","['HSAS', 'HSII', 'HSVR']","[]","[]","[]","['HSVR99']"
"29771-110-100","['HSAP', 'HSVR']","[]","[]","[]","[]"
"29771-111-100","['HSAP', 'HSVR']","[]","[]","[]","[]"
"20502-109-100","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"20502-110-100","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"20502-111-100","['HSAP']","[]","[]","[]","[]"
"20922-111-100","['HSAG', 'HSPW']","[]","[]","[]","[]"
"20744-110-100","['HSAS', 'HSED', 'HSSM']","[]","[]","[]","[]"
"20744-111-100","['HSAS', 'HSED', 'HSSM']","[]","[]","[]","[]"
"29501-104-200","['HSBU', 'HSGO', 'HSII']","[]","[]","[]","[]"
"29501-105-200","['HSBU', 'HSGO', 'HSII']","[]","[]","[]","[]"
"29501-106-200","['HSIF']","[]","[]","[]","[]"
"29501-107-200","['HSBA', 'HSIF']","[]","[]","[]","[]"
"29501-108-200","['HSBA', 'HSIF', 'HSHM']","[]","[]","['HSHM99']","[]"
"29501-109-200","['HSIF']","[]","[]","[]","[]"
"29501-110-200","['HSIF']","[]","[]","[]","[]"
"29501-111-200","['HSIF']","[]","[]","[]","[]"
"14451-103-100","['HSAS', 'HSSM']","[]","[]","[]","[]"
"14451-104-100","['HSAS', 'HSSM']","[]","[]","[]","[]"
"14451-105-100","['HSAS', 'HSSM', 'HLIG']","[]","['HSAS']","[]","[]"
"14451-106-100","['HSAS']","[]","['HSAS']","[]","[]"
"14451-107-100","['HSAS']","[]","['HSAS']","[]","[]"
"14451-108-100","['HSAS']","[]","['HSAS']","[]","[]"
"14451-109-100","['HSAS']","[]","['HSAS']","[]","[]"
"14451-110-100","['HSAS']","['HSAS']","[]","[]","[]"
"14451-111-100","['HSAS']","['HSAS']","[]","[]","[]"
"29703-105-100","['HSAS', 'HSVR']","[]","[]","[]","[]"
"29703-106-100","['HSAS', 'HSVR']","[]","[]","[]","[]"
"29703-107-100","['HSAS', 'HSVR']","[]","[]","[]","['HSAS99']"
"29703-108-100","['HSAS', 'HSVR']","[]","[]","[]","['HSAS99']"
"29703-109-100","['HSAS', 'HSVR']","[]","[]","[]","['HSAS99']"
"29703-110-100","['HSAS', 'HSVR']","[]","[]","['HSAS99']","[]"
"29703-111-100","['HSAS', 'HSVR', 'JSEC']","[]","[]","['HSAS99']","[]"
"20105-107-100","['HSED', 'HSII']","[]","[]","[]","[]"
"20105-108-100","['HSIF']","[]","[]","[]","['HSIF99']"
"20105-109-100","['HSIF']","[]","[]","[]","['HSIF99']"
"20105-110-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"20105-111-100","[]","[]","[]","[]","[]"
"29519-104-200","['HSED', 'HSGO', 'HSSM']","[]","[]","[]","[]"
"29519-105-200","['HSED', 'HSGO', 'HSSM']","[]","[]","[]","[]"
"29519-106-200","['HSED', 'HSGO', 'HSII']","[]","[]","[]","[]"
"29519-107-200","['HSED', 'HSGO', 'HSII']","[]","[]","['HSGO99']","[]"
"29519-108-200","['HSED', 'HSGO', 'HSII', 'HSHM']","[]","[]","['HSGO99']","[]"
"29519-109-200","['HSED', 'HSGO', 'HSII', 'HSHM']","[]","[]","['HSGO99']","[]"
"29519-110-200","['HSED', 'HSGO', 'HSHM']","[]","[]","[]","['HSHM99']"
"29519-111-200","['HSED', 'HSGO', 'HSHM']","[]","[]","[]","[]"
"20741-110-100","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"20741-111-100","['HSIF', 'HSVR']","[]","[]","[]","[]"
"15064-103-100","['HSAS', 'HSBU', 'HSGO']","[]","[]","[]","[]"
"15064-104-100","['HSAS', 'HSGO']","[]","[]","[]","[]"
"15064-105-100","['HSAS', 'HSBU']","[]","['HSBU']","[]","[]"
"15064-106-100","['HSAS', 'HSBU']","[]","['HSBU']","[]","[]"
"15064-107-100","['HSAS', 'HSBU']","[]","['HSBU']","[]","[]"
"15064-108-100","['HSAS', 'HSBU']","[]","['HSBU']","[]","[]"
"15064-109-100","['HSAS', 'HSBU']","[]","['HSBU']","[]","[]"
"15064-110-100","['HSAS', 'HSBU']","['HSBU']","[]","[]","[]"
"15064-111-100","['HSAS', 'HSBU']","['HSBU']","[]","[]","[]"
"29360-103-100","['HSAS', 'HSGO', 'HSMM']","[]","[]","[]","[]"
"29360-104-100","['HSIF']","[]","[]","[]","[]"
"29360-105-100","['HSIF']","[]","[]","[]","[]"
"29360-106-100","['HSIF']","[]","[]","[]","[]"
"29360-107-100","['HSIF']","[]","[]","[]","[]"
"29360-108-100","['HSIF']","[]","[]","[]","[]"
"29360-109-100","['HSIF']","[]","[]","[]","['HSIF99']"
"29360-110-100","['HSIF']","[]","[]","[]","[]"
"29360-111-100","['HSIF']","[]","[]","['HSIF99']","[]"
"15628-103-100","['HSAS', 'HSSY']","[]","[]","[]","[]"
"15628-104-100","['HSAS', 'HSSY']","[]","[]","[]","[]"
"15628-105-100","['HSWM']","[]","[]","[]","[]"
"15628-106-100","['HSWM']","[]","[]","[]","[]"
"15628-107-100","['HSWM']","[]","[]","[]","[]"
"15628-108-100","['HSWM']","[]","[]","[]","[]"
"15628-109-100","['HSWM']","[]","[]","[]","[]"
"15628-110-100","['HSFA', 'HSWM']","[]","[]","[]","[]"
"15628-111-100","['HSFA', 'HSWM']","[]","[]","['HSWM99']","[]"
"29705-105-100","['HSAS', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29705-106-100","['HSAS', 'HSPW']","[]","[]","[]","[]"
"29705-107-100","['HSAS', 'HSPW']","[]","[]","[]","['HSAS99']"
"29705-108-100","['HSAS', 'HSPW']","[]","[]","[]","[]"
"29705-109-100","['HSAS', 'HSPW']","[]","[]","[]","[]"
"29705-110-100","['HSAS', 'HSPW']","[]","[]","['HSAS99']","[]"
"29705-111-100","['HSAS', 'HSPW']","[]","[]","[]","[]"
"15637-103-100","['HSAS', 'HSMM']","[]","[]","[]","[]"
"15637-104-100","['HSAS', 'HSGO', 'HSPW']","[]","[]","[]","[]"
"15637-105-100","['HSAS', 'HSPW']","[]","[]","[]","[]"
"15637-106-100","['HSAS', 'HSPW']","[]","[]","[]","['HSAS99']"
"15637-107-100","['HSAS', 'HSPW']","[]","[]","[]","['HSAS99']"
"15637-108-100","['HSAS', 'HSPW']","[]","[]","[]","['HSAS99']"
"15637-109-100","['HSAS', 'HSPW']","[]","[]","[]","['HSAS99']"
"15637-110-100","['HSAS', 'HSPW']","[]","[]","['HSAS99']","[]"
"15637-111-100","['HSAS', 'HSPW']","[]","[]","['HSAS99']","[]"
"20931-111-100","['HSPW', 'HSVR']","[]","[]","[]","[]"
"29524-104-200","['HSAS', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29524-105-200","['HSAP']","[]","[]","[]","[]"
"29524-106-200","['HSAP']","[]","[]","[]","[]"
"29524-107-200","['HSAP']","[]","[]","[]","[]"
"29524-108-200","['HSAP']","[]","[]","[]","[]"
"29524-109-200","['HSAP', 'HLIG']","[]","[]","[]","[]"
"29524-110-200","['HSAP', 'HLIG']","[]","[]","[]","['HSAP99']"
"29524-111-200","['HSAP']","[]","[]","[]","['HSAP99']"
"29567-104-200","['HSPW', 'HSSY', 'HSSM']","[]","[]","[]","[]"
"29567-105-200","['HSAP']","[]","[]","[]","[]"
"29567-106-200","['HSAP', 'HSBU']","[]","[]","[]","[]"
"29567-107-200","['HSAP', 'HSBU']","[]","[]","[]","[]"
"29567-108-200","['HSAP']","[]","[]","[]","[]"
"29567-109-200","['HSAP']","[]","[]","[]","[]"
"29567-110-200","['HSAP']","[]","[]","[]","['HSAP99']"
"29567-111-200","['HSAP']","[]","[]","[]","['HSAP99']"
"20106-107-100","['HSFA', 'HSGO']","[]","[]","[]","[]"
"20106-108-100","['HSFA', 'HSGO']","[]","[]","[]","['HSGO99']"
"20106-109-100","['HSFA', 'HSGO']","[]","[]","[]","['HSGO99']"
"20106-110-100","['HSFA', 'HSGO']","[]","[]","[]","[]"
"20106-111-100","['HSFA', 'HSGO']","[]","[]","['HSGO99']","[]"
"29715-105-100","['HSFA', 'HSJU']","[]","[]","[]","[]"
"29715-106-100","['HSFA', 'HSJU']","[]","[]","[]","[]"
"29715-107-100","['HSFA', 'HSJU']","[]","[]","[]","[]"
"29715-108-100","['HSFA', 'HSJU']","[]","[]","[]","['HSFA99']"
"29715-109-100","['HSFA', 'HSJU']","[]","[]","[]","['HSFA99']"
"29715-110-100","['HSBA', 'HSFA', 'HSJU']","[]","[]","['HSFA99']","[]"
"29715-111-100","['HSFA', 'HSJU']","[]","[]","[]","[]"
"20739-110-100","['HSBA', 'HSSY']","[]","[]","[]","[]"
"20739-111-100","['HSBA', 'HSSY']","[]","[]","[]","[]"
"40903-111-100","[]","[]","[]","[]","[]"
"40901-111-100","[]","[]","[]","[]","[]"
"20956-111-100","['HSAG', 'HSAS']","[]","[]","[]","[]"
"40911-111-200","[]","[]","[]","[]","['SSAS99', 'SSCM99']"
"40912-111-100","[]","[]","[]","[]","[]"
"20961-111-200","[]","[]","[]","[]","[]"
"20306-108-100","['HSAG', 'HSII', 'HSSY']","[]","[]","[]","[]"
"20306-109-100","['HSAG', 'HSFA', 'HSII']","[]","[]","[]","[]"
"20306-110-100","['HSAG', 'HSRU']","[]","[]","['HSAG99']","[]"
"20306-111-100","['HSAG', 'HSRU']","[]","[]","['HSAG99']","[]"
"20306-112-100","['HSAG', 'HSFA']","[]","[]","[]","['HSAG99']"
"20511-109-200","['HSAS', 'HSBA']","[]","[]","[]","[]"
"20511-110-200","['HSAS', 'HSBA']","[]","[]","[]","[]"
"20511-111-200","['HSWM']","[]","[]","[]","[]"
"20511-112-200","['HSWM']","[]","[]","['HSWM99']","[]"
"20701-110-100","['HSAS', 'HSFA', 'HSSY']","[]","[]","[]","[]"
"20701-111-100","['HSAS', 'HSFA', 'HSSY']","[]","[]","['HSSY99']","[]"
"20701-112-100","['HSAS', 'HSSY']","[]","[]","[]","['HSSY99']"
"29318-103-100","['HSAS', 'HSSY']","[]","[]","[]","[]"
"29318-104-100","['HSAS', 'HSSY', 'HLIG']","[]","[]","[]","[]"
"29318-105-100","['HSAS', 'HLIG']","[]","[]","[]","[]"
"29318-107-100","['HSIF', 'HLIG']","[]","[]","[]","['HLIG99']"
"29318-108-100","['HLIG', 'HSHM']","[]","['HLIG']","[]","[]"
"29318-109-100","['HLIG', 'HSHM']","[]","['HLIG']","[]","[]"
"29318-110-100","['HSIF', 'HSHM']","[]","[]","['HSHM99']","[]"
"29318-111-100","['HSIF', 'HSHM']","[]","[]","['HSHM99']","[]"
"29318-112-100","['HSIF', 'HSHM']","[]","[]","[]","[]"
"29937-103-100","['HSAG', 'HSSY']","[]","[]","[]","[]"
"29937-106-100","['HSBA', 'HSII']","[]","[]","[]","[]"
"29937-107-100","['HSBA', 'HSII']","[]","[]","[]","['HSII99']"
"29937-108-100","['HSBA', 'HSII']","[]","[]","[]","['HSII99']"
"29937-109-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"29937-110-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"29937-111-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"29937-112-100","['HSIF']","[]","[]","[]","[]"
"20936-111-200","['HSBA']","[]","[]","[]","[]"
"20936-112-200","['HSWM']","[]","[]","[]","[]"
"20332-108-200","['HSBU', 'HSFA', 'HSSM']","[]","[]","[]","[]"
"20332-109-200","['HSBU', 'HSFA', 'HSSM', 'JSEC']","[]","[]","[]","[]"
"20332-110-200","['HSBA', 'HSBU', 'HSFA', 'JSEC']","[]","[]","[]","[]"
"20332-111-200","['HSBA']","[]","[]","[]","[]"
"20332-112-200","['HSBA']","[]","[]","[]","[]"
"15619-103-100","['HSED', 'HSFA', 'HSGO']","[]","[]","[]","[]"
"15619-104-100","['HSED', 'HSFA']","[]","[]","[]","[]"
"15619-105-100","['HSED', 'HSFA']","[]","[]","[]","[]"
"15619-106-100","['HSED', 'HSFA']","[]","[]","[]","['HSFA99']"
"15619-107-100","['HSED', 'HSFA']","[]","[]","[]","['HSFA99']"
"15619-108-100","['HSED', 'HSFA']","[]","[]","[]","['HSFA99']"
"15619-109-100","['HSED', 'HSFA']","[]","[]","[]","['HSFA99']"
"15619-110-100","['HSED', 'HSFA']","[]","[]","['HSFA99']","[]"
"15619-111-100","['HSED', 'HSFA']","[]","[]","['HSFA99']","[]"
"15619-112-100","['HSED', 'HSFA']","[]","[]","[]","[]"
"29926-106-100","['HSJU', 'HSSY']","[]","[]","[]","[]"
"29926-107-100","['HSJU', 'HSSY']","[]","[]","[]","[]"
"29926-108-100","['HSJU', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29926-109-100","['HSJU', 'HSPW']","[]","[]","[]","[]"
"29926-110-100","['HSIF', 'HSJU']","[]","[]","[]","[]"
"29926-111-100","['HSIF', 'HSJU']","[]","[]","[]","[]"
"29926-112-100","['HSIF']","[]","[]","[]","[]"
"29931-106-100","['HSED', 'HSSY']","[]","[]","[]","[]"
"29931-107-100","['HSED', 'HSSY']","[]","[]","[]","[]"
"29931-108-100","['HSED', 'HSSY']","[]","[]","[]","[]"
"29931-109-100","['HSED', 'HSSY']","[]","[]","[]","['HSSY99']"
"29931-110-100","['HSED', 'HSFA', 'HSSY']","[]","[]","['HSSY99']","[]"
"29931-111-100","['HSED', 'HSSY']","[]","[]","['HSSY99']","[]"
"29931-112-100","['HSED', 'HSSY']","[]","[]","[]","['HSSY99']"
"29585-104-100","['HSBA', 'HSSM']","[]","[]","[]","[]"
"29585-105-100","['HSBA', 'HSSM']","[]","[]","[]","[]"
"29585-106-100","['HSAP']","[]","[]","[]","[]"
"29585-107-100","['HSAP']","[]","[]","[]","[]"
"29585-108-100","['HSAP']","[]","[]","[]","[]"
"29585-109-100","['HSAP']","[]","[]","[]","[]"
"29585-110-100","['HSAP']","[]","[]","[]","[]"
"29585-111-100","['HSAP']","[]","[]","[]","[]"
"29585-112-100","['HSAP']","[]","[]","[]","[]"
"29325-103-100","['HSPW', 'HSVR']","[]","[]","[]","[]"
"29325-104-100","['HSPW', 'HSVR']","[]","[]","[]","[]"
"29325-105-100","['HSPW', 'HSVR']","[]","[]","[]","[]"
"29325-106-100","['HSPW', 'HSVR']","[]","[]","[]","['HSVR99']"
"29325-107-100","['HSPW', 'HSVR']","[]","[]","[]","['HSVR99']"
"29325-108-100","['HSPW', 'HSVR']","[]","[]","[]","['HSPW99']"
"29325-109-100","['HSPW', 'HSVR']","[]","[]","[]","['HSPW99']"
"29325-110-100","['HSPW', 'HSVR']","['HSVR']","[]","[]","[]"
"29325-111-100","['HSPW', 'HSVR']","['HSVR']","[]","[]","[]"
"29325-112-100","['HSPW', 'HSVR']","[]","['HSVR']","[]","[]"
"40502-109-100","['SSEV', 'SSFR', 'SSVA']","[]","[]","[]","[]"
"40502-110-100","['SSFR', 'SSGA', 'SSHR', 'SSVA']","[]","[]","[]","[]"
"4812-104-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","[]","[]","[]","[]"
"4812-105-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","[]","['SLIA']","[]","[]"
"4812-103-100","['SSAP', 'SSCM', 'SSRA', 'SLIA']","['SLIA']","[]","[]","[]"
"4812-106-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","[]","[]","[]","['SSAP99', 'SSCM99']"
"4812-107-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","['SLIA']","[]","['SSAP99', 'SSCM99']","[]"
"4812-108-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","[]","[]","[]","['SSAP99', 'SSCM99']"
"4812-109-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","[]","['SSCM']","[]","['SSAP99', 'SSCM99']"
"4812-110-100","['SSAP', 'SSCM', 'SSRA', 'SLIA', 'JSPR']","['SSCM']","[]","['SSAP99']","[]"
"4812-111-100","['SSAP', 'SSCM', 'SSRA', 'SLIA']","['SSAP']","[]","['SSAP99']","[]"
"4812-112-100","['SSAP', 'SSCM', 'SSRA', 'SLIA']","['SSAP']","[]","['SSAP99']","[]"
"14400-103-100","['SSEG', 'SSGA', 'SSVA', 'SLIA']","[]","[]","[]","[]"
"14400-104-100","['SSEG', 'SSGA', 'SSVA', 'SLIA']","[]","[]","[]","[]"
"14400-105-100","['SSEG', 'SSGA', 'SSVA', 'SLIA']","[]","[]","[]","[]"
"14400-106-100","['SSEG', 'SSGA', 'SSVA', 'SLIA']","[]","[]","[]","['SSEG99', 'SSGA99']"
"14400-107-100","['SSAS', 'SSBK', 'SSEG', 'SSGA', 'SSVA', 'SPOC', 'SLIA']","[]","[]","['SSAS99', 'SSEG99', 'SSGA99']","[]"
"14400-108-100","['SSAS', 'SSEG', 'SSGA', 'SSVA', 'SPOC', 'SLIA']","[]","[]","[]","['SSAS99', 'SSEG99', 'SSGA99']"
"14400-109-100","['SSAS', 'SSEG', 'SSGA', 'SSVA', 'SPOC', 'SLIA']","[]","['SSVA']","[]","['SSAS99', 'SSEG99', 'SSGA99']"
"14400-112-100","['SSAS', 'SSBK', 'SSGA', 'SSVA', 'SLIA']","['SLIA']","[]","['SSGA99']","[]"
"14400-110-100","['SSAS', 'SSBK', 'SSEG', 'SSGA', 'SSVA', 'SLIA']","['SSVA']","[]","['SSAS99', 'SSEG99', 'SSGA99']","[]"
"14400-111-100","['SSAS', 'SSBK', 'SSGA', 'SSVA', 'SLIA']","['SSVA']","[]","['SSGA99']","[]"
"14912-103-100","['SSAS', 'SSEG', 'SSHR', 'JSEC']","[]","[]","[]","[]"
"14912-104-100","['SSAS', 'SSEG', 'JSEC']","[]","[]","[]","[]"
"14912-105-100","['SSAS', 'SSEG', 'SSHR', 'JSEC']","[]","[]","[]","[]"
"14912-106-100","['SSAS', 'SSEG', 'SSHR', 'JSEC']","[]","['SSEG']","[]","['SSAS99']"
"14912-107-100","['SSAS', 'SSEG', 'SSFI', 'SSHR', 'JSEC']","['SSEG']","[]","[]","[]"
"14912-108-100","['SSEG', 'SSFI', 'SSHR', 'JSEC']","[]","['SSEG']","[]","[]"
"14912-109-100","['SSEG', 'SSFI', 'SSHR', 'JSEC']","[]","['SSEG']","[]","['SSFI99']"
"14912-112-100","['SSEG', 'SSFI', 'SSHR', 'JSEC']","['SSEG']","[]","['SSFI99']","[]"
"14912-110-100","['SSEG', 'SSFI', 'SSHR', 'JSEC']","['SSEG']","[]","['SSFI99']","[]"
"14912-111-100","['SSEG', 'SSFI', 'SSHR', 'JSEC']","['SSEG']","[]","['SSFI99']","[]"
"15502-103-100","['SSAF', 'SSBU', 'SSEG', 'SSFI']","[]","[]","[]","[]"
"15502-104-100","['SSAF', 'SSBU', 'SSFI', 'SLIA']","[]","[]","[]","[]"
"15502-105-100","['SSAF', 'SSBU', 'SSFI', 'SPOC', 'SLIA']","[]","[]","[]","[]"
"15502-106-100","['SSAF', 'SSBU', 'SSFI', 'SPOC', 'SLIA']","[]","[]","[]","['SSAF99']"
"15502-107-100","['SSAF', 'SSBU', 'SSFI', 'SLIA']","['SSBU']","[]","['SSAF99', 'SSFI99']","[]"
"15502-108-100","['SSAF', 'SSBU', 'SSFI', 'SLIA']","[]","['SSBU']","[]","['SSAF99', 'SSFI99']"
"15502-109-100","['SSAF', 'SSBU', 'SSFI', 'SLIA']","[]","['SSBU']","[]","['SSAF99', 'SSFI99']"
"15502-112-100","['SSAF', 'SSBU', 'SSFI', 'SLIN', 'SLIA', 'JSTX']","['SSBU']","[]","['SSFI99']","[]"
"15502-110-100","['SSAF', 'SSBU', 'SSFI', 'SLIA']","['SSBU']","[]","['SSAF99', 'SSFI99']","[]"
"15502-111-100","['SSAF', 'SSBU', 'SSFI', 'SLIA', 'JSTX']","['SSBU']","[]","['SSFI99']","[]"
"49306-103-200","['SSAS', 'SSCM', 'SSFR', 'SSSB']","[]","[]","[]","[]"
"49306-104-200","['SSAS', 'SSCM', 'SSSB', 'SLIN']","[]","[]","[]","[]"
"49306-105-200","['SSAP', 'SSCM', 'SSRA']","[]","[]","[]","[]"
"49306-106-200","['SSAP', 'SSCM', 'SSEV', 'SSRA', 'SPAG']","[]","[]","['SSAP99', 'SSCM99']","[]"
